
286 	 6 	 
287 	 3 	 
288 	 3 	 
289 	 4 	 
290 	 2 	 
291 	 4 	 
292 	 1 	 
293 	 3 	 
294 	 4 	 
295 	 2 	 
296 	 3 	 
297 	 2 	 
299 	 5 	 
300 	 4 	 
301 	 2 	 
302 	 4 	 
303 	 2 	 
304 	 2 	 
305 	 4 	 
306 	 2 	 
307 	 5 	 
308 	 2 	 
309 	 6 	 
310 	 1 	 
311 	 4 	 
312 	 3 	 
313 	 2 	 
314 	 2 	 
315 	 3 	 
316 	 7 	 
317 	 1 	 
318 	 1 	 
319 	 1 	 
320 	 2 	 
321 	 4 	 
322 	 2 	 
324 	 3 	 
325 	 4 	 
326 	 2 	 
327 	 2 	 
328 	 2 	 
329 	 1 	 
330 	 1 	 
332 	 3 	 
334 	 3 	 
335 	 1 	 
337 	 2 	 
338 	 1 	 
339 	 2 	 
340 	 1 	 
341 	 3 	 
342 	 1 	 
343 	 4 	 
344 	 3 	 
345 	 5 	 
346 	 2 	 
347 	 1 	 
348 	 1 	 
349 	 1 	 
350 	 2 	 
351 	 2 	 
353 	 1 	 
354 	 1 	 
355 	 1 	 
356 	 1 	 
357 	 2 	 
358 	 2 	 
360 	 1 	 
361 	 3 	 
362 	 3 	 
363 	 2 	 
364 	 3 	 
365 	 2 	 
366 	 3 	 
367 	 2 	 
368 	 2 	 
369 	 2 	 
370 	 1 	 
371 	 4 	 
372 	 1 	 
373 	 4 	 
375 	 1 	 
376 	 2 	 
377 	 1 	 
378 	 1 	 
379 	 1 	 
381 	 3 	 
382 	 1 	 
383 	 1 	 
385 	 1 	 
387 	 1 	 
388 	 1 	 
389 	 1 	 
390 	 1 	 
391 	 2 	 
392 	 2 	 
393 	 2 	 
394 	 1 	 
395 	 3 	 
396 	 6 	 
399 	 4 	 
400 	 2 	 
401 	 1 	 
402 	 1 	 
405 	 2 	 
406 	 1 	 
407 	 2 	 
408 	 1 	 
409 	 3 	 
410 	 4 	 
414 	 1 	 
416 	 4 	 
417 	 2 	 
418 	 1 	 
419 	 2 	 
420 	 2 	 
422 	 1 	 
423 	 3 	 
424 	 1 	 
429 	 1 	 
431 	 2 	 
432 	 1 	 
433 	 1 	 
434 	 2 	 
436 	 1 	 
439 	 3 	 
440 	 1 	 
441 	 1 	 
450 	 2 	 
451 	 2 	 
453 	 2 	 
454 	 1 	 
457 	 1 	 
458 	 1 	 
459 	 1 	 
460 	 3 	 
463 	 1 	 
465 	 1 	 
466 	 2 	 
470 	 3 	 
471 	 1 	 
473 	 1 	 
474 	 1 	 
475 	 1 	 
477 	 2 	 
479 	 1 	 
483 	 1 	 
487 	 1 	 
490 	 1 	 
491 	 2 	 
494 	 1 	 
495 	 2 	 
500 	 1 	 
501 	 1 	 
503 	 1 	 
507 	 1 	 
508 	 2 	 
511 	 1 	 
512 	 2 	 
515 	 1 	 
516 	 1 	 
521 	 2 	 
522 	 1 	 
525 	 1 	 
533 	 1 	 
536 	 1 	 
541 	 1 	 
542 	 1 	 
545 	 1 	 
546 	 2 	 
548 	 1 	 
556 	 1 	 
561 	 1 	 
563 	 2 	 
564 	 1 	 
566 	 1 	 
569 	 1 	 
570 	 1 	 
575 	 1 	 
579 	 1 	 
584 	 1 	 
585 	 1 	 
586 	 1 	 
594 	 1 	 
596 	 1 	 
601 	 1 	 
605 	 1 	 
606 	 1 	 
610 	 1 	 
612 	 1 	 
616 	 1 	 
618 	 1 	 
620 	 1 	 
625 	 1 	 
629 	 1 	 
632 	 1 	 
634 	 1 	 
638 	 1 	 
640 	 1 	 
646 	 1 	 
654 	 1 	 
658 	 1 	 
675 	 1 	 
677 	 3 	 
679 	 1 	 
686 	 1 	 
687 	 1 	 
688 	 1 	 
691 	 1 	 
696 	 1 	 
697 	 3 	 
698 	 3 	 
699 	 2 	 
700 	 2 	 
701 	 1 	 
702 	 1 	 
703 	 3 	 
704 	 1 	 
705 	 1 	 
708 	 2 	 
711 	 2 	 
713 	 2 	 
714 	 1 	 
715 	 1 	 
719 	 1 	 
720 	 1 	 
723 	 1 	 
726 	 1 	 
728 	 1 	 
735 	 1 	 
743 	 1 	 
751 	 1 	 
757 	 1 	 
786 	 1 	 
789 	 1 	 
790 	 1 	 
793 	 1 	 
800 	 1 	 
804 	 2 	 
829 	 1 	 
838 	 1 	 
855 	 1 	 
871 	 1 	 
877 	 1 	 
881 	 1 	 
892 	 1 	 
903 	 1 	 
910 	 1 	 
930 	 1 	 
931 	 1 	 
937 	 1 	 
939 	 1 	 
948 	 1 	 
949 	 2 	 
950 	 1 	 
953 	 1 	 
955 	 1 	 
956 	 3 	 
957 	 1 	 
958 	 1 	 
959 	 1 	 
960 	 3 	 
961 	 1 	 
967 	 1 	 
968 	 1 	 
974 	 1 	 
976 	 1 	 
977 	 1 	 
981 	 1 	 
982 	 1 	 
993 	 1 	 
994 	 1 	 
1034 	 1 	 
1036 	 1 	 
1066 	 1 	 
1116 	 1 	 
1125 	 1 	 
1167 	 1 	 
1170 	 1 	 
1303 	 1 	 
1432 	 1 	 
1640 	 1 	 

1 49397556 	 2 1593412 	 3 157773 	 1640 1
 total number of clusters in the input file =  52381734

 input data file: /Volumes/Untitled/run1_20171205
 python script: cluster_hist.py
